Survey,Version,Item Concept,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Field Annotation,Generalized Answer Codes,Registered Tier Rules,Controlled Tier Rules
Personal Medical History,,respiratory_asthmacurrently,personal_medical_history,,radio,Are you still seeing a doctor or health care provider for asthma?,"AsthmaCurrently_Yes, Yes | AsthmaCurrently_No, No",,,,[respiratory_respiratoryconditions(RespiratoryConditions_Asthma)] = '1',,,,,,
Family Health History,,mentalcondition_depression_yes,family_health_history,,checkbox,Who in your family has had depression? Select all that apply.,"MotherMentalCondition_Depression, Mother | FatherMentalCondition_Depression, Father | SiblingMentalCondition_Depression, Sibling | DaughterMentalCondition_Depression, Daughter | SonMentalCondition_Depression, Son | GrandparentMentalCondition_Depression, Grandparent",,,,[diagnosedhealthcondition_mentalcondition(MentalCondition_Depression)] = '1',,,,,,
Personal Medical History,,mentalhealth_anxietycurrently,personal_medical_history,,radio,Are you still seeing a doctor or health care provider for anxiety reaction/panic disorder?,"AnxietyCurrently_Yes, Yes | AnxietyCurrently_No, No",,,,[mentalhealth_mentalhealthcondition(MentalHealthCondition_Anxiety)] = '1',,,,,,
Family Health History,,diagnosedhealthcondition_mentalcondition,family_health_history,Mental Health or Substance Use Conditions,checkbox,Has anyone in your family ever been diagnosed with the following mental health or substance use conditions? Think only of the people you are related to by blood. Select all that apply.,"MentalCondition_AlcoholUse, Alcohol use disorder | MentalCondition_AnxietyPanic, Anxiety reaction/panic disorder | MentalCondition_Autism, Autism spectrum disorder | MentalCondition_Bipolar, Bipolar disorder | MentalCondition_Depression, Depression | MentalCondition_DrugUse, Drug use disorder | MentalCondition_Schizophrenia, Schizophrenia | PMI_None, None of the above | PMI_DontKnow, Don't know | PMI_PreferNotToAnswer, Prefer not to answer",,,,,,," @NONEOFTHEABOVE='PMI_None,PMI_DontKnow,PMI_PreferNotToAnswer'",,,
Family Health History,,respiratorycondition_sleepapnea_yes,family_health_history,,checkbox,Who in your family has had sleep apnea? Select all that apply.,"MotherRespiratoryCondition_SleepApnea, Mother | FatherRespiratoryCondition_SleepApnea, Father | SiblingRespiratoryCondition_SleepApnea, Sibling | DaughterRespiratoryCondition_SleepApnea, Daughter | SonRespiratoryCondition_SleepApnea, Son | GrandparentRespiratoryCondition_SleepApnea, Grandparent",,,,[diagnosedhealthcondition_respiratorycondition(RespiratoryCondition_SleepApnea)] = '1',,,,,,
COPE,"May, June, July",ipaq_3,covid19_participant_experience_cope_survey,,radio,"Think about all the moderate activities that you did in the last 7 days. Moderate activities refer to activities that take moderate physical effort and make you breathe somewhat harder than normal. Think only about those physical activities that you did for at least 10 minutes at a time.
 
 During the last 7 days, did you do moderate physical activity like carrying light loads, bicycling at a regular pace, or doubles tennis?","COPE_A_44, Yes | COPE_A_13, No",,,,,,LV,,,,
Basics,,disability_walkingclimbing,the_basics,,radio,Do you have serious difficulty walking or climbing stairs?,"WalkingClimbing_Yes, Yes | WalkingClimbing_No, No | WalkingClimbing_PreferNotToAnswer, Prefer not to answer",,,,,,,,,,
Lifestyle,,past3monthusefrequency_inhalant3monthuse,lifestyle,,radio,"In the PAST THREE MONTHS, how often have you used inhalants (nitrous oxide, glue, gas, paint thinner, etc.)?","Inhalant3MonthUse_Never, Never | Inhalant3MonthUse_OnceOrTwice, Once or twice | Inhalant3MonthUse_Monthly, Monthly | Inhalant3MonthUse_Weekly, Weekly | Inhalant3MonthUse_Daily, Daily or almost daily | PMI_PreferNotToAnswer, Prefer not to answer",,,,[recreationaldruguse_whichdrugsused(WhichDrugsUsed_InhalantsUse)] = '1',,LV,,,,
COPE,"May, June, July, November, December, February",basics_xx,covid19_participant_experience_cope_survey,"Basic Information
 
 The next questions ask about circumstances that affect your general health.",text,"Not including yourself, how many other people live at home with you?",,number,0,,,,LV,REGISTERED_ANSWERS_BUCKETED,Generalized>10,REGISTERED_ANSWERS_BUCKETED,
Overall Health,,overallhealth_menstrualstopped,overall_health,The next few questions are about women's health issues.  Women's health is very important when considering your overall health. Answering these questions will help us get a more complete picture of your total health.,radio,Have your menstrual periods stopped permanently?,"MenstrualStopped_PeriodsHaventStopped, No | MenstrualStopped_YesNone, Yes, I have no menstrual periods | MenstrualStopped_YesButHormone, Yes, but I have periods induced by hormones | MenstrualStopped_NotSureMenstrualStopped, Not sure | PMI_PreferNotToAnswer, Prefer not to answer",,,,,,LV,,,,
Basics,,disability_difficultyconcentrating,the_basics,,radio,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering or making decisions?","DifficultyConcentrating_Yes, Yes | DifficultyConcentrating_No, No | DifficultyConcentrating_PreferNotToAnswer, Prefer not to answer",,,,,,,,,,
Personal Medical History,,circulatory_rxmedsforatrialfibrillation,personal_medical_history,,radio,Are you currently prescribed medications and/or receiving treatment for atrial fibrillation (Afib) or atrial flutter?,"RxMedsforAtrialFibrillation_Yes, Yes | RxMedsforAtrialFibrillation_No, No",,,,[circulatory_circulatoryconditions(CirculatoryConditions_AtrialFibrillation)] = '1',,,,,,
Basics,,thebasics_sexualorientation,the_basics,,checkbox,Which of the following best represents how you think of yourself? (Check all that apply),"SexualOrientation_Gay, Gay | SexualOrientation_Lesbian, Lesbian | SexualOrientation_Straight, Straight; that is, not gay or lesbian, etc. | SexualOrientation_Bisexual, Bisexual | SexualOrientation_None, None of these describe me and I'd like to see additional options | PMI_PreferNotToAnswer, Prefer not to answer",,,,,,LV," @NONEOFTHEABOVE='PMI_PreferNotToAnswer,SexualOrientation_None' REGISTERED_ANSWERS_BUCKETED",SexualOrientation_GeneralizedNotStraight,REGISTERED_ANSWERS_BUCKETED,
Basics,,specifiedgender_specifiedgendertextbox,the_basics,,text,Please specify.,,,,,[gender_closergenderdescription(CloserGenderDescription_SpecifiedGender)] = '1',,LV,REGISTERED_QUESTION_SUPPRESSED,,REGISTERED_QUESTION_SUPPRESSED,CONTROLLED_QUESTION_SUPPRESSED
Basics,,healthinsurance_insurancetypeupdate,the_basics,,checkbox,Are you currently covered by any of the following types of health insurance or health coverage plans? Select all that apply from one group.,"InsuranceTypeUpdate_Purchased, Insurance purchased directly from an insurance company (by you or another family member) | InsuranceTypeUpdate_EmployerOrUnion, Insurance through a current or former employer or union (by you or another family member) | InsuranceTypeUpdate_Medicare, Medicare, for people 65 and older or people with certain disabilities | InsuranceTypeUpdate_Medicaid, Medicaid, Medical Assistance, or any kind of government-assistance plan for those with low incomes or disability | InsuranceTypeUpdate_Military, TRICARE or other military health care | InsuranceTypeUpdate_VA, Veterans Affairs (VA) (including those who have ever used or enrolled for VA health care) | InsuranceTypeUpdate_Indian, Indian Health Service | InsuranceTypeUpdate_OtherHealthPlan, Any other type of health insurance or health coverage plan | InsuranceTypeUpdate_None, I don't have health insurance, self-pay",,,,[insurance_healthinsurance] = 'HealthInsurance_Yes',,LV," @NONEOFTHEABOVE=InsuranceTypeUpdate_None, I don't have health insurance",,,
Healthcare Access and Utilizati,,healthproviderracereligion_howoften,healthcare_access_and_utilization,,radio,How often were you able to see doctors or health care providers who were similar to you in any of these ways? Would you say...,"HowOften_Always, Always | HowOften_MostOfTheTime, Most of the time | HowOften_SomeOfTheTime, Some of the time | HowOften_NoneOfTheTime, None of the time | PMI_Dontknow, Don't know",,,,,,LV,,,,
COPE,"November, December, February",rand_alp_csq_2a,november_covid19_participant_experience_cope_surve,,radio,"Compared with when they were in person at school or a childcare center, how much time are you spending on care and supervision of your children?","cope_a_254, Much more | cope_a_250, A little more | cope_a_251, About the same | cope_a_252, A little less | cope_a_253, Much less",,,,[rand_alp_csq_xx_1] = 'cope_a_286' or [rand_alp_csq_xx_1] = 'cope_a_284',,LV,,,,
Basics,,employmentworkaddress_addresslineone,the_basics,,text,Address 1,,,,,[employment_employmentworkaddress] = 'employment_employmentworkaddress',,LV,REGISTERED_QUESTION_SUPPRESSED,,REGISTERED_QUESTION_SUPPRESSED,CONTROLLED_QUESTION_SUPPRESSED
Lifestyle,,smoking_seriousquitattempt,lifestyle,,radio,"In the past, have you ever made a serious attempt to quit smoking? That is, have you stopped smoking for at least one day or longer because you were trying to quit?","SeriousQuitAttempt_AttemptQuitSmoking, Yes | SeriousQuitAttempt_NoAttemptQuitSmoking, No | PMI_DontKnow, Don't know | PMI_PreferNotToAnswer, Prefer not to answer",,,,[smoking_100cigslifetime] = '100CigsLifetime_Yes',,LV,,,,
Lifestyle,,alcohol_6ormoredrinksoccurence,lifestyle,,radio,How often did you have six or more drinks on one occasion in the past year?,"6orMoreDrinksOccurence_LessThanMonthly, Less than monthly | 6orMoreDrinksOccurence_Monthly, Monthly | 6orMoreDrinksOccurence_Weekly, Weekly | 6orMoreDrinksOccurence_Daily, Daily or almost daily | 6orMoreDrinksOccurence_NeverInLastYear, Never in the last year | PMI_PreferNotToAnswer, Prefer not to answer",,,,[alcohol_drinkfrequencypastyear] = 'DrinkFrequencyPastYear_MonthlyOrLess' or [alcohol_drinkfrequencypastyear] = 'DrinkFrequencyPastYear_2to4PerMonth' or [alcohol_drinkfrequencypastyear] = 'DrinkFrequencyPastYear_2to3PerWeek' or [alcohol_drinkfrequencypastyear] = 'DrinkFrequencyPastYear_4orMorePerWeek',,LV,,,,
Personal Medical History,,circulatory_howoldwereyouhypertension,personal_medical_history,,radio,About how old were you when you were first told you had hypertension (high blood pressure)?,"HowOldWereYouHypertension_Child, Child (0-11) | HowOldWereYouHypertension_Adolescent, Adolescent (12-17) | HowOldWereYouHypertension_Adult, Adult (18-64) | HowOldWereYouHypertension_OlderAdult, Older adult (65-74) | HowOldWereYouHypertension_Elderly, Elderly (75+)",,,,[circulatory_circulatoryconditions(CirculatoryConditions_Hypertension)] = '1',,,,,,
Family Health History,,endocrinecondition_otherdiabetes_yes,family_health_history,,checkbox,Who in your family has had other/unknown diabetes? Select all that apply.,"MotherEndocrineCondition_OtherDiabetes, Mother | FatherEndocrineCondition_OtherDiabetes, Father | SiblingEndocrineCondition_OtherDiabetes, Sibling | DaughterEndocrineCondition_OtherDiabetes, Daughter | SonEndocrineCondition_OtherDiabetes, Son | GrandparentEndocrineCondition_OtherDiabetes, Grandparent",,,,[diagnosedhealthcondition_endocrinecondition(EndocrineCondition_OtherDiabetes)] = '1',,,,,,
Personal Medical History,,circulatory_howoldwereyouhighcholesterol,personal_medical_history,,radio,About how old were you when you were first told you had high cholesterol?,"HowOldWereYouHighCholesterol_Child, Child (0-11) | HowOldWereYouHighCholesterol_Adolescent, Adolescent (12-17) | HowOldWereYouHighCholesterol_Adult, Adult (18-64) | HowOldWereYouHeartAttackHighCholesterol_OlderAdult, Older adult (65-74) | HowOldWereYouHighCholesterol_Elderly, Elderly (75+)",,,,[circulatory_circulatoryconditions(CirculatoryConditions_HighCholesterol)] = '1',,,,,,
Family Health History,,circulatorycondition_congestiveheartfailure_yes,family_health_history,,checkbox,Who in your family has had congestive heart failure? Select all that apply.,"MotherCirculatoryCondition_CongestiveHeartFailure, Mother | FatherCirculatoryCondition_CongestiveHeartFailure, Father | SiblingCirculatoryCondition_CongestiveHeartFailure, Sibling | DaughterCirculatoryCondition_CongestiveHeartFailure, Daughter | SonCirculatoryCondition_CongestiveHeartFailure, Son | GrandparentCirculatoryCondition_CongestiveHeartFailure, Grandparent",,,,[diagnosedhealthcondition_circulatorycondition(CirculatoryCondition_CongestiveHeartFailure)] = '1',,,"DaughterCirculatoryCondition_CongestiveHeartFailure=DaughterCirculatoryCondition_CongestiveHeartFail,
GrandparentCirculatoryCondition_CongestiveHeartFailure=GrandparentCirculatoryCondition_CongestiveHeart",,,
Personal Medical History,,circulatory_howoldwereyoustroke,personal_medical_history,,radio,About how old were you when you were first told you had a stroke?,"HowOldWereYouStroke_Child, Child (0-11) | HowOldWereYouStroke_Adolescent, Adolescent (12-17) | HowOldWereYouStroke_Adult, Adult (18-64) | HowOldWereYouStroke_OlderAdult, Older adult (65-74) | HowOldWereYouStroke_Elderly, Elderly (75+)",,,,[circulatory_circulatoryconditions(CirculatoryConditions_Stroke)] = '1',,,,,,
Family Health History,,cancercondition_bonecancer_yes,family_health_history,,checkbox,Who in your family has had bone cancer? Select all that apply.,"MotherCancerCondition_BoneCancer, Mother | FatherCancerCondition_BoneCancer, Father | SiblingCancerCondition_BoneCancer, Sibling | DaughterCancerCondition_BoneCancer, Daughter | SonCancerCondition_BoneCancer, Son | GrandparentCancerCondition_BoneCancer, Grandparent",,,,[diagnosedhealthcondition_cancercondition(CancerCondition_BoneCancer)] = '1',,,,,,
Personal Medical History,,respiratory_howoldwereyouasthma,personal_medical_history,,radio,About how old were you when you were first told you had asthma?,"HowOldWereYouAsthma_Child, Child (0-11) | HowOldWereYouAsthma_Adolescent, Adolescent (12-17) | HowOldWereYouAsthma_Adult, Adult (18-64) | HowOldWereYouAsthma_OlderAdult, Older adult (65-74) | HowOldWereYouAsthma_Elderly, Elderly (75+)",,,,[respiratory_respiratoryconditions(RespiratoryConditions_Asthma)] = '1',,,,,,
Personal Medical History,,mentalhealth_depressioncurrently,personal_medical_history,,radio,Are you still seeing a doctor or health care provider for depression?,"DepressionCurrently_Yes, Yes | DepressionCurrently_No, No",,,,[mentalhealth_mentalhealthcondition(MentalHealthCondition_Depression)] = '1',,,,,,
Personal Medical History,,mentalhealth_howoldwereyouanxiety,personal_medical_history,,radio,About how old were you when you were first told you had anxiety reaction/panic disorder?,"HowOldWereYouAnxiety_Child, Child (0-11) | HowOldWereYouAnxiety_Adolescent, Adolescent (12-17) | HowOldWereYouAnxiety_Adult, Adult (18-64) | HowOldWereYouAnxiety_OlderAdult, Older adult (65-74) | HowOldWereYouAnxiety_Elderly, Elderly (75+)",,,,[mentalhealth_mentalhealthcondition(MentalHealthCondition_Anxiety)] = '1',,,,,,
Personal Medical History,,mentalhealth_mentalhealthcondition,personal_medical_history,Mental Health and Substance Use Conditions,checkbox,Has a doctor or health care provider ever told you that you have...? Select all that apply.,"MentalHealthCondition_AlcoholUse, Alcohol use disorder | MentalHealthCondition_Anxiety, Anxiety reaction/panic disorder | MentalHealthCondition_ADHD, Attention-deficit/hyperactivity disorder (ADHD) | MentalHealthCondition_AutismSpectrum, Autism spectrum disorder | MentalHealthCondition_Bipolar, Bipolar disorder | MentalHealthCondition_Depression, Depression | MentalHealthCondition_DrugUse, Drug use disorder | MentalHealthCondition_EatingDisorder, Eating disorder | MentalHealthCondition_PersonalityDisorder, Personality disorder | MentalHealthCondition_PTSD, Post-traumatic stress disorder (PTSD) | MentalHealthCondition_Schizophrenia, Schizophrenia | MentalHealthCondition_SocialPhobia, Social phobia | MentalHealthCondition_OtherMentalHealthSubstanceUse, Other mental health or substance use condition | MentalHealthCondition_NoMentalHealthSubstanceUse, I have/have had no mental health or substance use condition",,,,,,,@NONEOFTHEABOVE=MentalHealthCondition_NoMentalHealthSubstanceUse MentalHealthCondition_OtherMentalHealthSubstanceUse=MentalHealthCondition_OtherCondition,,,
Personal Medical History,,respiratory_sleepapneacurrently,personal_medical_history,,radio,Are you still seeing a doctor or health care provider for sleep apnea?,"SleepApneaCurrently_Yes, Yes | SleepApneaCurrently_No, No",,,,[respiratory_respiratoryconditions(RespiratoryConditions_SleepApnea)] = '1',,,,,,
Overall Health,,overallhealth_everydayactivities,overall_health,,radio,"To what extent are you able to carry out your everyday physical activities such as walking, climbing stairs, carrying groceries, or moving a chair?","EverydayActivities_Completely, Completely | EverydayActivities_Mostly, Mostly | EverydayActivities_Moderately, Moderately | EverydayActivities_ALittle, A little | EverydayActivities_NotAtAll, Not at all",,,,,,LV,,,,
COPE,"November, December, February",c19corset_59,november_covid19_participant_experience_cope_surve,"Health Basics
 
 The next questions ask about circumstances that affect your general health which might change over time.",radio,"If you know it, what is your blood group/blood type?","cope_a_283, A | cope_a_279, B | cope_a_280, AB | cope_a_281, O | cope_a_282, I don't know my blood group for certain | COPE_A_30, Prefer not to answer",,,,,,LV,,,,
Basics,,disability_dressingbathing,the_basics,,radio,Do you have difficulty dressing or bathing?,"DressingBathing_Yes, Yes | DressingBathing_No, No | DressingBathing_PreferNotToAnswer, Prefer not to answer",,,,,,,,,,
Personal Medical History,,circulatory_rxmedsforbleedingdisorder,personal_medical_history,,radio,Are you currently prescribed medications and/or receiving treatment for a bleeding disorder?,"RxMedsforBleedingDisorder_Yes, Yes | RxMedsforBleedingDisorder_No, No",,,,[circulatory_circulatoryconditions(CirculatoryConditions_BleedingDisorder)] = '1',,,,,,
